w1,w2
nec,broke
nec,budge
nec,buys
nec,came
nec,cared
nec,carve
nec,cater
nec,ceded
nec,cheat
nec,chew
nec,choke
nec,chose
nec,cite
nec,cited
nec,cites
nec,clap
nec,cling
nec,clung
nec,coax
nec,coded
nec,comes
nec,cools
nec,cope
nec,could
nec,crave
nec,crept
nec,cried
nec,cured
nec,dared
nec,dares
nec,dealt
nec,deem
nec,deems
nec,defer
nec,defy
nec,delve
nec,deny
nec,deter
nec,diced
nec,didn
nec,didst
nec,died
nec,dined
nec,dived
nec,doin
nec,doing
nec,done
nec,dost
nec,doth
nec,dozed
nec,drags
nec,drank
nec,draws
nec,drove
nec,drown
nec,dug
nec,dunno
nec,dwelt
nec,dyed
nec,earn
nec,earns
nec,eased
nec,eaten
nec,eats
nec,elude
nec,embed
nec,emit
nec,emits
nec,enact
nec,enjoy
nec,ensue
nec,enter
nec,equip
nec,erase
nec,ere
nec,erode
nec,err
nec,erred
nec,erupt
nec,evade
nec,evoke
nec,exert
nec,exist
nec,expel
nec,faded
nec,fades
nec,fail
nec,fails
nec,fain
nec,faked
nec,fared
nec,feeds
nec,feels
nec,fell
nec,felt
nec,fend
nec,fetch
nec,filed
nec,fills
nec,find
nec,fined
nec,fled
nec,flee
nec,flew
nec,flirt
nec,flown
nec,forgo
nec,freed
nec,frees
nec,fret
nec,froze
nec,fused
nec,gaped
nec,gave
nec,gazed
nec,gets
nec,git
nec,gives
nec,glean
nec,glued
nec,goes
nec,goin
nec,gone
nec,grabs
nec,graze
nec,greet
nec,grew
nec,grind
nec,grow
nec,grows
nec,hangs
nec,hated
nec,hates
nec,haue
nec,haunt
nec,heal
nec,hear
nec,hears
nec,heave
nec,heed
nec,helps
nec,hid
nec,hiked
nec,holed
nec,honed
nec,hoped
nec,hover
nec,hurl
nec,hurts
nec,imply
nec,incur
nec,infer
nec,ing
nec,join
nec,joins
nec,joked
nec,keeps
nec,kept
nec,keyed
nec,kneel
nec,knelt
nec,knew
nec,knows
nec,laced
nec,lacks
nec,lain
nec,lasts
nec,lays
nec,leans
nec,leant
nec,learn
nec,lend
nec,lends
nec,lent
nec,lets
nec,lied
nec,liked
nec,looms
nec,lose
nec,loses
nec,loved
nec,lured
nec,marry
nec,mated
nec,meant
nec,meets
nec,mend
nec,merge
nec,mined
nec,mired
nec,mourn
nec,moved
nec,mused
nec,must
nec,named
nec,obey
nec,obeys
nec,occur
nec,ofhis
nec,omit
nec,omits
nec,oozed
nec,opens
nec,opted
nec,ought
nec,owe
nec,owed
nec,owes
nec,owns
nec,paled
nec,pave
nec,pays
nec,pee
nec,piled
nec,piped
nec,plead
nec,pluck
nec,poke
nec,poked
nec,pose
nec,posed
nec,posit
nec,pour
nec,pours
nec,prays
nec,pried
nec,prove
nec,pry
nec,pulls
nec,puts
nec,quell
nec,quit
nec,raced
nec,raged
nec,raked
nec,ran
nec,rang
nec,raped
nec,react
nec,reads
nec,reap
nec,recur
nec,refer
nec,relax
nec,rely
nec,renew
nec,repay
nec,repel
nec,reset
nec,rests
nec,risen
nec,roam
nec,rode
nec,rouse
nec,rowed
nec,rubs
nec,ruled
nec,sang
nec,sank
nec,sat
nec,saved
nec,saves
nec,savor
nec,says
nec,scold
nec,sed
nec,seek
nec,seeks
nec,seem
nec,seen
nec,sees
nec,seize
nec,sells
nec,send
nec,sends
nec,sent
nec,sever
nec,sew
nec,sewed
nec,sewn
nec,shalt
nec,shave
nec,shed
nec,shew
nec,shook
nec,shown
nec,shun
nec,shuts
nec,sift
nec,sings
nec,sits
nec,skim
nec,slain
nec,slay
nec,slept
nec,slid
nec,slows
nec,slung
nec,smack
nec,smash
nec,smelt
nec,smote
nec,snaps
nec,sneak
nec,sniff
nec,snuck
nec,soak
nec,soar
nec,sold
nec,solve
nec,sow
nec,sown
nec,spake
nec,spat
nec,speak
nec,sped
nec,spelt
nec,spend
nec,spent
nec,spied
nec,spit
nec,spoke
nec,spun
nec,steal
nec,steer
nec,stir
nec,stirs
nec,stole
nec,stood
nec,stung
nec,sucks
nec,sued
nec,sunk
nec,swam
nec,swear
nec,swept
nec,swore
nec,sworn
nec,swung
nec,taken
nec,takes
nec,tamed
nec,taped
nec,taxed
nec,teach
nec,tell
nec,tells
nec,tempt
nec,tend
nec,tends
nec,thank
nec,threw
nec,throw
nec,tied
nec,told
nec,took
nec,tore
nec,towed
nec,toyed
nec,tried
nec,trod
nec,tuned
nec,tying
nec,undid
nec,undo
nec,unify
nec,unite
nec,urged
nec,urges
nec,vexed
nec,voted
nec,vowed
nec,waded
nec,waged
nec,waits
nec,waive
nec,wakes
nec,waned
nec,wanna
nec,warn
nec,warns
nec,waved
nec,waxed
nec,wears
nec,weave
nec,wed
nec,weep
nec,weigh
nec,went
nec,wept
nec,were
nec,whisk
nec,widen
nec,wield
nec,wilt
nec,wipe
nec,wiped
nec,wipes
nec,wired
nec,woke
nec,woken
nec,wont
nec,wore
nec,wove
nec,woven
nec,wrote
nec,wrung
needy,abide
needy,ached
needy,aches
needy,acted
needy,adapt
needy,adds
needy,admit
needy,adopt
needy,adore
needy,adorn
needy,agree
needy,aimed
needy,aired
needy,align
needy,allow
needy,amend
needy,amuse
needy,annoy
needy,apply
needy,argue
needy,arise
needy,arose
needy,asked
needy,asks
needy,ate
needy,avert
needy,avoid
needy,await
needy,awed
needy,awoke
needy,bade
needy,bared
needy,bathe
needy,been
needy,beg
needy,began
needy,begin
needy,begs
needy,begun
needy,beset
needy,binds
needy,bled
needy,bleed
needy,bless
needy,blew
needy,bore
needy,bowed
needy,boxed
needy,brag
needy,bring
needy,broke
needy,budge
needy,buys
needy,came
needy,cared
needy,carve
needy,cater
needy,ceded
needy,cheat
needy,chew
needy,choke
needy,chose
needy,cite
needy,cited
needy,cites
needy,clap
needy,cling
needy,clung
needy,coax
needy,coded
needy,comes
needy,cools
needy,cope
needy,could
needy,crave
needy,crept
needy,cried
needy,cured
needy,dared
needy,dares
needy,dealt
needy,deem
needy,deems
needy,defer
needy,defy
needy,delve
needy,deny
needy,deter
needy,diced
needy,didn
needy,didst
needy,died
needy,dined
needy,dived
needy,doin
needy,doing
needy,done
needy,dost
needy,doth
needy,dozed
needy,drags
needy,drank
needy,draws
needy,drove
needy,drown
needy,dug
needy,dunno
needy,dwelt
needy,dyed
needy,earn
needy,earns
needy,eased
needy,eaten
needy,eats
needy,elude
needy,embed
needy,emit
needy,emits
needy,enact
needy,enjoy
needy,ensue
needy,enter
needy,equip
needy,erase
needy,ere
needy,erode
needy,err
needy,erred
needy,erupt
needy,evade
needy,evoke
needy,exert
needy,exist
needy,expel
needy,faded
needy,fades
needy,fail
needy,fails
needy,fain
needy,faked
needy,fared
needy,feeds
needy,feels
needy,fell
needy,felt
needy,fend
needy,fetch
needy,filed
needy,fills
needy,find
needy,fined
needy,fled
needy,flee
needy,flew
needy,flirt
needy,flown
needy,forgo
needy,freed
needy,frees
needy,fret
needy,froze
needy,fused
needy,gaped
needy,gave
needy,gazed
needy,gets
needy,git
needy,gives
needy,glean
needy,glued
needy,goes
needy,goin
needy,gone
needy,grabs
needy,graze
needy,greet
needy,grew
needy,grind
needy,grow
needy,grows
needy,hangs
needy,hated
needy,hates
needy,haue
needy,haunt
needy,heal
needy,hear
needy,hears
needy,heave
needy,heed
needy,helps
needy,hid
needy,hiked
needy,holed
needy,honed
needy,hoped
needy,hover
needy,hurl
needy,hurts
needy,imply
needy,incur
needy,infer
needy,ing
needy,join
needy,joins
needy,joked
needy,keeps
needy,kept
needy,keyed
needy,kneel
needy,knelt
needy,knew
needy,knows
needy,laced
needy,lacks
needy,lain
needy,lasts
needy,lays
needy,leans
needy,leant
needy,learn
needy,lend
needy,lends
needy,lent
needy,lets
needy,lied
needy,liked
needy,looms
needy,lose
needy,loses
needy,loved
needy,lured
needy,marry
needy,mated
needy,meant
needy,meets
needy,mend
needy,merge
needy,mined
needy,mired
needy,mourn
needy,moved
needy,mused
needy,must
needy,named
needy,obey
needy,obeys
needy,occur
needy,ofhis
needy,omit
needy,omits
needy,oozed
needy,opens
needy,opted
needy,ought
needy,owe
needy,owed
needy,owes
needy,owns
needy,paled
needy,pave
needy,pays
needy,pee
needy,piled
needy,piped
needy,plead
needy,pluck
needy,poke
needy,poked
needy,pose
needy,posed
needy,posit
needy,pour
needy,pours
needy,prays
needy,pried
needy,prove
needy,pry
needy,pulls
needy,puts
needy,quell
needy,quit
needy,raced
needy,raged
needy,raked
needy,ran
needy,rang
needy,raped
needy,react
needy,reads
needy,reap
needy,recur
needy,refer
needy,relax
needy,rely
needy,renew
needy,repay
needy,repel
needy,reset
needy,rests
needy,risen
needy,roam
needy,rode
needy,rouse
needy,rowed
needy,rubs
needy,ruled
needy,sang
needy,sank
needy,sat
needy,saved
needy,saves
needy,savor
needy,says
needy,scold
needy,sed
needy,seek
needy,seeks
needy,seem
needy,seen
needy,sees
needy,seize
needy,sells
needy,send
needy,sends
needy,sent
needy,sever
needy,sew
needy,sewed
needy,sewn
needy,shalt
needy,shave
needy,shed
needy,shew
needy,shook
needy,shown
needy,shun
needy,shuts
needy,sift
needy,sings
needy,sits
needy,skim
needy,slain
needy,slay
needy,slept
needy,slid
needy,slows
needy,slung
needy,smack
needy,smash
needy,smelt
needy,smote
needy,snaps
needy,sneak
needy,sniff
needy,snuck
needy,soak
needy,soar
needy,sold
needy,solve
needy,sow
needy,sown
needy,spake
needy,spat
needy,speak
needy,sped
needy,spelt
needy,spend
needy,spent
needy,spied
needy,spit
needy,spoke
needy,spun
needy,steal
needy,steer
needy,stir
needy,stirs
needy,stole
needy,stood
needy,stung
needy,sucks
needy,sued
needy,sunk
needy,swam
needy,swear
needy,swept
needy,swore
needy,sworn
needy,swung
needy,taken
needy,takes
needy,tamed
needy,taped
needy,taxed
needy,teach
needy,tell
needy,tells
needy,tempt
needy,tend
needy,tends
needy,thank
needy,threw
needy,throw
needy,tied
needy,told
needy,took
needy,tore
needy,towed
needy,toyed
needy,tried
needy,trod
needy,tuned
needy,tying
needy,undid
needy,undo
needy,unify
needy,unite
needy,urged
needy,urges
needy,vexed
needy,voted
needy,vowed
needy,waded
needy,waged
needy,waits
needy,waive
needy,wakes
needy,waned
needy,wanna
needy,warn
needy,warns
needy,waved
needy,waxed
needy,wears
needy,weave
needy,wed
needy,weep
needy,weigh
needy,went
needy,wept
needy,were
needy,whisk
needy,widen
needy,wield
needy,wilt
needy,wipe
needy,wiped
needy,wipes
needy,wired
needy,woke
needy,woken
needy,wont
needy,wore
needy,wove
needy,woven
needy,wrote
needy,wrung
neuro,abide
neuro,ached
neuro,aches
neuro,acted
neuro,adapt
neuro,adds
neuro,admit
neuro,adopt
neuro,adore
neuro,adorn
neuro,agree
neuro,aimed
neuro,aired
neuro,align
neuro,allow
neuro,amend
neuro,amuse
neuro,annoy
neuro,apply
neuro,argue
neuro,arise
neuro,arose
neuro,asked
neuro,asks
neuro,ate
neuro,avert
neuro,avoid
neuro,await
neuro,awed
neuro,awoke
neuro,bade
neuro,bared
neuro,bathe
neuro,been
neuro,beg
neuro,began
neuro,begin
neuro,begs
neuro,begun
neuro,beset
neuro,binds
neuro,bled
neuro,bleed
neuro,bless
neuro,blew
neuro,bore
neuro,bowed
neuro,boxed
neuro,brag
neuro,bring
neuro,broke
neuro,budge
neuro,buys
neuro,came
neuro,cared
neuro,carve
neuro,cater
neuro,ceded
neuro,cheat
neuro,chew
neuro,choke
neuro,chose
neuro,cite
neuro,cited
neuro,cites
neuro,clap
neuro,cling
neuro,clung
neuro,coax
neuro,coded
neuro,comes
neuro,cools
neuro,cope
neuro,could
neuro,crave
neuro,crept
neuro,cried
neuro,cured
neuro,dared
neuro,dares
neuro,dealt
neuro,deem
neuro,deems
neuro,defer
neuro,defy
neuro,delve
neuro,deny
neuro,deter
neuro,diced
neuro,didn
neuro,didst
neuro,died
neuro,dined
neuro,dived
neuro,doin
neuro,doing
neuro,done
neuro,dost
neuro,doth
neuro,dozed
neuro,drags
neuro,drank
neuro,draws
neuro,drove
neuro,drown
neuro,dug
neuro,dunno
neuro,dwelt
neuro,dyed
neuro,earn
neuro,earns
neuro,eased
neuro,eaten
neuro,eats
neuro,elude
neuro,embed
neuro,emit
neuro,emits
neuro,enact
neuro,enjoy
neuro,ensue
neuro,enter
neuro,equip
neuro,erase
neuro,ere
neuro,erode
neuro,err
neuro,erred
neuro,erupt
neuro,evade
neuro,evoke
neuro,exert
neuro,exist
neuro,expel
neuro,faded
neuro,fades
neuro,fail
neuro,fails
neuro,fain
neuro,faked
neuro,fared
neuro,feeds
neuro,feels
neuro,fell
neuro,felt
neuro,fend
neuro,fetch
neuro,filed
neuro,fills
neuro,find
neuro,fined
neuro,fled
neuro,flee
neuro,flew
neuro,flirt
neuro,flown
neuro,forgo
neuro,freed
neuro,frees
neuro,fret
neuro,froze
neuro,fused
neuro,gaped
neuro,gave
neuro,gazed
neuro,gets
neuro,git
neuro,gives
neuro,glean
neuro,glued
neuro,goes
neuro,goin
neuro,gone
neuro,grabs
neuro,graze
neuro,greet
neuro,grew
neuro,grind
neuro,grow
neuro,grows
neuro,hangs
neuro,hated
neuro,hates
neuro,haue
neuro,haunt
neuro,heal
neuro,hear
neuro,hears
neuro,heave
neuro,heed
neuro,helps
neuro,hid
neuro,hiked
neuro,holed
neuro,honed
neuro,hoped
neuro,hover
neuro,hurl
neuro,hurts
neuro,imply
neuro,incur
neuro,infer
neuro,ing
neuro,join
neuro,joins
neuro,joked
neuro,keeps
neuro,kept
neuro,keyed
neuro,kneel
neuro,knelt
neuro,knew
neuro,knows
neuro,laced
neuro,lacks
neuro,lain
neuro,lasts
neuro,lays
neuro,leans
neuro,leant
neuro,learn
neuro,lend
neuro,lends
neuro,lent
neuro,lets
neuro,lied
neuro,liked
neuro,looms
neuro,lose
neuro,loses
neuro,loved
neuro,lured
neuro,marry
neuro,mated
neuro,meant
neuro,meets
neuro,mend
neuro,merge
neuro,mined
neuro,mired
neuro,mourn
neuro,moved
neuro,mused
neuro,must
neuro,named
neuro,obey
neuro,obeys
neuro,occur
neuro,ofhis
neuro,omit
neuro,omits
neuro,oozed
neuro,opens
neuro,opted
neuro,ought
neuro,owe
neuro,owed
neuro,owes
neuro,owns
neuro,paled
neuro,pave
neuro,pays
neuro,pee
neuro,piled
neuro,piped
neuro,plead
neuro,pluck
neuro,poke
neuro,poked
neuro,pose
neuro,posed
neuro,posit
neuro,pour
neuro,pours
neuro,prays
neuro,pried
neuro,prove
neuro,pry
neuro,pulls
neuro,puts
neuro,quell
neuro,quit
neuro,raced
neuro,raged
neuro,raked
neuro,ran
neuro,rang
neuro,raped
neuro,react
neuro,reads
neuro,reap
neuro,recur
neuro,refer
neuro,relax
neuro,rely
neuro,renew
neuro,repay
neuro,repel
neuro,reset
neuro,rests
neuro,risen
neuro,roam
neuro,rode
neuro,rouse
neuro,rowed
neuro,rubs
neuro,ruled
neuro,sang
neuro,sank
neuro,sat
neuro,saved
neuro,saves
neuro,savor
neuro,says
neuro,scold
neuro,sed
neuro,seek
neuro,seeks
neuro,seem
neuro,seen
neuro,sees
neuro,seize
neuro,sells
neuro,send
neuro,sends
neuro,sent
neuro,sever
neuro,sew
neuro,sewed
neuro,sewn
neuro,shalt
neuro,shave
neuro,shed
neuro,shew
neuro,shook
neuro,shown
neuro,shun
neuro,shuts
neuro,sift
neuro,sings
neuro,sits
neuro,skim
neuro,slain
neuro,slay
neuro,slept
neuro,slid
neuro,slows
neuro,slung
neuro,smack
neuro,smash
neuro,smelt
neuro,smote
neuro,snaps
neuro,sneak
neuro,sniff
neuro,snuck
neuro,soak
neuro,soar
neuro,sold
neuro,solve
neuro,sow
neuro,sown
neuro,spake
neuro,spat
neuro,speak
neuro,sped
neuro,spelt
neuro,spend
neuro,spent
neuro,spied
neuro,spit
neuro,spoke
neuro,spun
neuro,steal
neuro,steer
neuro,stir
neuro,stirs
neuro,stole
neuro,stood
neuro,stung
neuro,sucks
neuro,sued
neuro,sunk
neuro,swam
neuro,swear
neuro,swept
neuro,swore
neuro,sworn
neuro,swung
neuro,taken
neuro,takes
neuro,tamed
neuro,taped
neuro,taxed
neuro,teach
neuro,tell
neuro,tells
neuro,tempt
neuro,tend
neuro,tends
neuro,thank
neuro,threw
neuro,throw
neuro,tied
neuro,told
neuro,took
neuro,tore
neuro,towed
neuro,toyed
neuro,tried
neuro,trod
neuro,tuned
neuro,tying
neuro,undid
neuro,undo
neuro,unify
neuro,unite
neuro,urged
neuro,urges
neuro,vexed
neuro,voted
neuro,vowed
neuro,waded
neuro,waged
neuro,waits
neuro,waive
neuro,wakes
neuro,waned
neuro,wanna
neuro,warn
neuro,warns
neuro,waved
neuro,waxed
neuro,wears
neuro,weave
neuro,wed
neuro,weep
neuro,weigh
neuro,went
neuro,wept
neuro,were
neuro,whisk
neuro,widen
neuro,wield
neuro,wilt
neuro,wipe
neuro,wiped
neuro,wipes
neuro,wired
neuro,woke
neuro,woken
neuro,wont
neuro,wore
neuro,wove
neuro,woven
neuro,wrote
neuro,wrung
newer,abide
newer,ached
newer,aches
newer,acted
newer,adapt
newer,adds
newer,admit
newer,adopt
newer,adore
newer,adorn
newer,agree
newer,aimed
newer,aired
newer,align
newer,allow
newer,amend
newer,amuse
newer,annoy
newer,apply
newer,argue
newer,arise
newer,arose
newer,asked
newer,asks
newer,ate
newer,avert
newer,avoid
newer,await
newer,awed
newer,awoke
newer,bade
newer,bared
newer,bathe
newer,been
newer,beg
newer,began
newer,begin
newer,begs
newer,begun
newer,beset
newer,binds
newer,bled
newer,bleed
newer,bless
newer,blew
newer,bore
newer,bowed
newer,boxed
newer,brag
newer,bring
newer,broke
newer,budge
newer,buys
newer,came
newer,cared
newer,carve
newer,cater
newer,ceded
newer,cheat
newer,chew
newer,choke
newer,chose
newer,cite
newer,cited
newer,cites
newer,clap
newer,cling
newer,clung
newer,coax
newer,coded
newer,comes
newer,cools
newer,cope
newer,could
newer,crave
newer,crept
newer,cried
newer,cured
newer,dared
newer,dares
newer,dealt
newer,deem
newer,deems
newer,defer
newer,defy
newer,delve
newer,deny
newer,deter
newer,diced
newer,didn
newer,didst
newer,died
newer,dined
newer,dived
newer,doin
newer,doing
newer,done
newer,dost
newer,doth
newer,dozed
newer,drags
newer,drank
newer,draws
newer,drove
newer,drown
newer,dug
newer,dunno
newer,dwelt
newer,dyed
newer,earn
newer,earns
newer,eased
newer,eaten
newer,eats
newer,elude
newer,embed
newer,emit
newer,emits
newer,enact
newer,enjoy
newer,ensue
newer,enter
newer,equip
newer,erase
newer,ere
newer,erode
newer,err
newer,erred
newer,erupt
newer,evade
newer,evoke
newer,exert
newer,exist
newer,expel
newer,faded
newer,fades
newer,fail
newer,fails
newer,fain
newer,faked
newer,fared
newer,feeds
newer,feels
newer,fell
newer,felt
newer,fend
newer,fetch
newer,filed
newer,fills
newer,find
newer,fined
newer,fled
newer,flee
newer,flew
newer,flirt
newer,flown
newer,forgo
newer,freed
newer,frees
newer,fret
newer,froze
newer,fused
newer,gaped
newer,gave
newer,gazed
newer,gets
newer,git
newer,gives
newer,glean
newer,glued
newer,goes
newer,goin
newer,gone
newer,grabs
newer,graze
newer,greet
newer,grew
newer,grind
newer,grow
newer,grows
newer,hangs
newer,hated
newer,hates
newer,haue
newer,haunt
newer,heal
newer,hear
newer,hears
newer,heave
newer,heed
newer,helps
newer,hid
newer,hiked
newer,holed
newer,honed
newer,hoped
newer,hover
newer,hurl
newer,hurts
newer,imply
newer,incur
newer,infer
newer,ing
newer,join
newer,joins
newer,joked
newer,keeps
newer,kept
newer,keyed
newer,kneel
newer,knelt
newer,knew
newer,knows
newer,laced
newer,lacks
newer,lain
newer,lasts
newer,lays
newer,leans
newer,leant
newer,learn
newer,lend
newer,lends
newer,lent
newer,lets
newer,lied
newer,liked
newer,looms
newer,lose
newer,loses
newer,loved
newer,lured
newer,marry
newer,mated
newer,meant
newer,meets
newer,mend
newer,merge
newer,mined
newer,mired
newer,mourn
newer,moved
newer,mused
newer,must
newer,named
newer,obey
newer,obeys
newer,occur
newer,ofhis
newer,omit
newer,omits
newer,oozed
newer,opens
newer,opted
newer,ought
newer,owe
newer,owed
newer,owes
newer,owns
newer,paled
newer,pave
newer,pays
newer,pee
newer,piled
newer,piped
newer,plead
newer,pluck
newer,poke
newer,poked
newer,pose
newer,posed
newer,posit
newer,pour
newer,pours
newer,prays
newer,pried
newer,prove
newer,pry
newer,pulls
newer,puts
newer,quell
newer,quit
newer,raced
newer,raged
newer,raked
newer,ran
newer,rang
newer,raped
newer,react
newer,reads
newer,reap
newer,recur
newer,refer
newer,relax
newer,rely
newer,renew
newer,repay
newer,repel
newer,reset
newer,rests
newer,risen
newer,roam
newer,rode
newer,rouse
newer,rowed
newer,rubs
newer,ruled
newer,sang
newer,sank
newer,sat
newer,saved
newer,saves
newer,savor
newer,says
newer,scold
newer,sed
newer,seek
newer,seeks
newer,seem
newer,seen
newer,sees
newer,seize
newer,sells
newer,send
newer,sends
newer,sent
newer,sever
newer,sew
newer,sewed
newer,sewn
newer,shalt
newer,shave
newer,shed
newer,shew
newer,shook
newer,shown
newer,shun
newer,shuts
newer,sift
newer,sings
newer,sits
newer,skim
newer,slain
newer,slay
newer,slept
newer,slid
newer,slows
newer,slung
newer,smack
newer,smash
newer,smelt
newer,smote
newer,snaps
newer,sneak
newer,sniff
newer,snuck
newer,soak
newer,soar
newer,sold
newer,solve
newer,sow
newer,sown
newer,spake
newer,spat
newer,speak
newer,sped
newer,spelt
newer,spend
newer,spent
newer,spied
newer,spit
newer,spoke
newer,spun
newer,steal
newer,steer
newer,stir
newer,stirs
newer,stole
newer,stood
newer,stung
newer,sucks
newer,sued
newer,sunk
newer,swam
newer,swear
newer,swept
newer,swore
newer,sworn
newer,swung
newer,taken
newer,takes
newer,tamed
newer,taped
newer,taxed
newer,teach
newer,tell
newer,tells
newer,tempt
newer,tend
newer,tends
newer,thank
newer,threw
newer,throw
newer,tied
newer,told
newer,took
newer,tore
newer,towed
newer,toyed
newer,tried
newer,trod
newer,tuned
newer,tying
newer,undid
newer,undo
newer,unify
newer,unite
newer,urged
newer,urges
newer,vexed
newer,voted
newer,vowed
newer,waded
newer,waged
newer,waits
newer,waive
newer,wakes
newer,waned
newer,wanna
newer,warn
newer,warns
newer,waved
newer,waxed
newer,wears
newer,weave
newer,wed
newer,weep
newer,weigh
newer,went
newer,wept
newer,were
newer,whisk
newer,widen
newer,wield
newer,wilt
newer,wipe
newer,wiped
newer,wipes
newer,wired
newer,woke
newer,woken
newer,wont
newer,wore
newer,wove
newer,woven
newer,wrote
newer,wrung
nicer,abide
nicer,ached
nicer,aches
nicer,acted
nicer,adapt
nicer,adds
nicer,admit
nicer,adopt
nicer,adore
nicer,adorn
nicer,agree
nicer,aimed
nicer,aired
nicer,align
nicer,allow
nicer,amend
nicer,amuse
nicer,annoy
nicer,apply
nicer,argue
nicer,arise
nicer,arose
nicer,asked
nicer,asks
nicer,ate
nicer,avert
nicer,avoid
nicer,await
nicer,awed
nicer,awoke
nicer,bade
nicer,bared
nicer,bathe
nicer,been
nicer,beg
nicer,began
nicer,begin
nicer,begs
nicer,begun
nicer,beset
nicer,binds
nicer,bled
nicer,bleed
nicer,bless
nicer,blew
nicer,bore
nicer,bowed
nicer,boxed
nicer,brag
nicer,bring
nicer,broke
nicer,budge
nicer,buys
nicer,came
nicer,cared
nicer,carve
nicer,cater
nicer,ceded
nicer,cheat
nicer,chew
nicer,choke
nicer,chose
nicer,cite
nicer,cited
nicer,cites
nicer,clap
nicer,cling
nicer,clung
nicer,coax
nicer,coded
nicer,comes
nicer,cools
nicer,cope
nicer,could
nicer,crave
nicer,crept
nicer,cried
nicer,cured
nicer,dared
nicer,dares
nicer,dealt
nicer,deem
nicer,deems
nicer,defer
nicer,defy
nicer,delve
nicer,deny
nicer,deter
nicer,diced
nicer,didn
nicer,didst
nicer,died
nicer,dined
nicer,dived
nicer,doin
nicer,doing
nicer,done
nicer,dost
nicer,doth
nicer,dozed
nicer,drags
nicer,drank
nicer,draws
nicer,drove
nicer,drown
nicer,dug
nicer,dunno
nicer,dwelt
nicer,dyed
nicer,earn
nicer,earns
nicer,eased
nicer,eaten
nicer,eats
nicer,elude
nicer,embed
nicer,emit
nicer,emits
nicer,enact
nicer,enjoy
nicer,ensue
nicer,enter
nicer,equip
nicer,erase
nicer,ere
nicer,erode
nicer,err
nicer,erred
nicer,erupt
nicer,evade
nicer,evoke
nicer,exert
nicer,exist
nicer,expel
nicer,faded
nicer,fades
nicer,fail
nicer,fails
nicer,fain
nicer,faked
nicer,fared
nicer,feeds
nicer,feels
nicer,fell
nicer,felt
nicer,fend
nicer,fetch
nicer,filed
nicer,fills
nicer,find
nicer,fined
nicer,fled
nicer,flee
nicer,flew
nicer,flirt
nicer,flown
nicer,forgo
nicer,freed
nicer,frees
nicer,fret
nicer,froze
nicer,fused
nicer,gaped
nicer,gave
nicer,gazed
nicer,gets
nicer,git
nicer,gives
nicer,glean
nicer,glued
nicer,goes
nicer,goin
nicer,gone
nicer,grabs
nicer,graze
nicer,greet
nicer,grew
nicer,grind
nicer,grow
nicer,grows
nicer,hangs
nicer,hated
nicer,hates
nicer,haue
nicer,haunt
nicer,heal
nicer,hear
nicer,hears
nicer,heave
nicer,heed
nicer,helps
nicer,hid
nicer,hiked
nicer,holed
nicer,honed
nicer,hoped
nicer,hover
nicer,hurl
nicer,hurts
nicer,imply
nicer,incur
nicer,infer
nicer,ing
nicer,join
nicer,joins
nicer,joked
nicer,keeps
nicer,kept
nicer,keyed
nicer,kneel
nicer,knelt
nicer,knew
nicer,knows
nicer,laced
nicer,lacks
nicer,lain
nicer,lasts
nicer,lays
nicer,leans
nicer,leant
nicer,learn
nicer,lend
nicer,lends
nicer,lent
nicer,lets
nicer,lied
nicer,liked
nicer,looms
nicer,lose
nicer,loses
nicer,loved
nicer,lured
nicer,marry
nicer,mated
nicer,meant
nicer,meets
nicer,mend
nicer,merge
nicer,mined
nicer,mired
nicer,mourn
nicer,moved
nicer,mused
nicer,must
nicer,named
nicer,obey
nicer,obeys
nicer,occur
nicer,ofhis
nicer,omit
nicer,omits
nicer,oozed
nicer,opens
nicer,opted
nicer,ought
nicer,owe
nicer,owed
nicer,owes
nicer,owns
nicer,paled
nicer,pave
nicer,pays
nicer,pee
nicer,piled
nicer,piped
nicer,plead
nicer,pluck
nicer,poke
nicer,poked
nicer,pose
nicer,posed
nicer,posit
nicer,pour
nicer,pours
nicer,prays
nicer,pried
nicer,prove
nicer,pry
nicer,pulls
nicer,puts
nicer,quell
nicer,quit
nicer,raced
nicer,raged
nicer,raked
nicer,ran
nicer,rang
nicer,raped
nicer,react
nicer,reads
nicer,reap
nicer,recur
nicer,refer
nicer,relax
nicer,rely
nicer,renew
nicer,repay
nicer,repel
nicer,reset
nicer,rests
nicer,risen
nicer,roam
nicer,rode
nicer,rouse
nicer,rowed
nicer,rubs
nicer,ruled
nicer,sang
nicer,sank
nicer,sat
nicer,saved
nicer,saves
nicer,savor
nicer,says
nicer,scold
nicer,sed
nicer,seek
nicer,seeks
nicer,seem
nicer,seen
nicer,sees
nicer,seize
nicer,sells
nicer,send
nicer,sends
nicer,sent
nicer,sever
nicer,sew
nicer,sewed
nicer,sewn
nicer,shalt
nicer,shave
nicer,shed
nicer,shew
nicer,shook
nicer,shown
nicer,shun
nicer,shuts
nicer,sift
nicer,sings
nicer,sits
nicer,skim
nicer,slain
nicer,slay
nicer,slept
nicer,slid
nicer,slows
nicer,slung
nicer,smack
nicer,smash
nicer,smelt
nicer,smote
nicer,snaps
nicer,sneak
nicer,sniff
nicer,snuck
nicer,soak
nicer,soar
nicer,sold
nicer,solve
nicer,sow
nicer,sown
nicer,spake
nicer,spat
